n,m,density,mean_degree,degree_cv,degree_gini,degree_q25,degree_q50,degree_q75,degree_q95,clustering_mean,clustering_q25,clustering_q50,clustering_q75,transitivity,triangles,components,largest_component_fraction,isolate_fraction,bridges,bridge_fraction,articulation_fraction,core_max,core_mean,communities,modularity,largest_community_fraction,community_gini,assortativity,betweenness_mean,betweenness_q95,family,size,seed,generation_seed,analysis_seed
480,1939,0.016866736256089074,8.079166666666667,0.3567265863383174,0.19975180505415158,6.0,8.0,10.0,13.0,0.01973463185779362,0.0,0.0,0.03296703296703297,0.01984732824427481,104,1,1.0,0.0,1,0.0005157297576070139,0.0020833333333333333,5.0,4.825,15,0.3195933953609856,0.09166666666666666,0.11888888888888882,-0.014377138501692066,0.004574039623604461,0.013357141072117292,Random,480,7,1828356601,2440083986
480,1849,0.01608385525400139,7.704166666666667,0.3445402610521795,0.19476969533080934,6.0,7.0,10.0,12.0,0.020447024040774038,0.0,0.0,0.027777777777777776,0.01746290906509548,82,1,1.0,0.0,1,0.0005408328826392645,0.0020833333333333333,5.0,4.775,13,0.33742472872799556,0.11458333333333333,0.1477564102564104,-0.010638046135454429,0.0047424033905528965,0.014097940634777591,Random,480,8,1858644723,128427503
480,1869,0.016257828810020875,7.7875,0.32876313430466264,0.18611222578919207,6.0,8.0,10.0,12.0,0.014255362692862695,0.0,0.0,0.02197802197802198,0.013885966757837155,66,1,1.0,0.0,1,0.0005350454788657035,0.0020833333333333333,5.0,4.80625,11,0.3274818996318807,0.12291666666666666,0.1166666666666667,-0.03684263953328683,0.004630324054384401,0.012952668706282205,Random,480,9,2816384369,251404804
480,1928,0.016771050800278357,8.033333333333333,0.3438041667489625,0.18995720954356843,6.0,8.0,10.0,13.0,0.017026172231764336,0.0,0.0,0.027777777777777776,0.01754271977129491,90,1,1.0,0.0,0,0.0,0.0,5.0,4.8375,12,0.32518406406570133,0.13333333333333333,0.21250000000000013,-0.03071143026074342,0.004572918735893439,0.013753425554780683,Random,480,10,891589585,2115748631
480,1911,0.016623173277661794,7.9625,0.3410280940465191,0.19216596895168303,6.0,8.0,10.0,13.0,0.01846774174899175,0.0,0.0,0.027777777777777776,0.017313432835820895,87,1,1.0,0.0,1,0.0005232862375719519,0.0020833333333333333,5.0,4.779166666666667,13,0.3173866575974672,0.16041666666666668,0.2432692307692308,0.005719527677252607,0.00466196662428484,0.012997515134337945,Random,480,11,1697173121,3538196763
120,464,0.06498599439775911,7.733333333333333,0.7979494938704662,0.32291666666666674,4.0,6.0,8.0,19.049999999999997,0.16816113128828541,0.07608830038450601,0.13484848484848483,0.2,0.12146422628951747,219,1,1.0,0.0,0,0.0,0.0,4.0,4.0,7,0.2887443333828775,0.2,0.15952380952380962,-0.12686696888592652,0.012285408072055233,0.052339283810336625,Preferential,120,0,2940781154,214677170
120,464,0.06498599439775911,7.733333333333333,0.8076693727606616,0.3322377873563218,4.0,5.5,8.0,18.0,0.16970626671784494,0.06196581196581196,0.14194139194139194,0.24107142857142855,0.12076852698993595,220,1,1.0,0.0,0,0.0,0.0,4.0,4.0,7,0.2885306740487515,0.19166666666666668,0.1071428571428572,-0.12515938243307143,0.012905565745307114,0.05570928013243768,Preferential,120,1,1842342638,3171535915
120,464,0.06498599439775911,7.733333333333333,0.8292906299183612,0.34660560344827585,4.0,5.0,8.25,20.14999999999999,0.18574689372984501,0.08786389049546944,0.1611111111111111,0.2,0.12070815450643776,225,1,1.0,0.0,1,0.0021551724137931034,0.008333333333333333,4.0,3.975,7,0.29430179845422116,0.225,0.2523809523809524,-0.1641215925026055,0.012156700019875073,0.040252378713480474,Preferential,120,2,249445348,24671089
120,464,0.06498599439775911,7.733333333333333,0.7239711425326123,0.3264547413793104,4.0,6.0,9.0,19.099999999999994,0.16118730810576648,0.07023809523809524,0.13376623376623376,0.2,0.12287712287712288,205,1,1.0,0.0,0,0.0,0.0,4.0,4.0,8,0.2972047785374554,0.175,0.13541666666666674,-0.08439514152524334,0.012587824243240033,0.05695886475648879,Preferential,120,3,1480057687,1560250238
120,464,0.06498599439775911,7.733333333333333,0.7348600698333214,0.3294360632183908,4.0,5.0,9.25,21.099999999999994,0.15804246163426372,0.07673992673992674,0.14026915113871635,0.2,0.11438166732516791,193,1,1.0,0.0,0,0.0,0.0,4.0,4.0,9,0.2907973208977408,0.2,0.1518518518518519,-0.13048430618757953,0.011721595137809201,0.0678349534775114,Preferential,120,4,862410319,3225126402
