mechanism,fraction,seed,signature_distance,n,m,density,mean_degree,degree_cv,degree_gini,degree_q25,degree_q50,degree_q75,degree_q95,clustering_mean,clustering_q25,clustering_q50,clustering_q75,transitivity,triangles,components,largest_component_fraction,isolate_fraction,bridges,bridge_fraction,articulation_fraction,core_max,core_mean,communities,modularity,largest_community_fraction,community_gini,assortativity,betweenness_mean,betweenness_q95
Uniform,0.2,1,6.609938870336957,300,999,0.022274247491638796,6.66,0.360289449145884,0.20191524858191512,5.0,7.0,8.0,11.0,0.02919134569134569,0.0,0.0,0.047619047619047616,0.03267873580853022,71,1,1.0,0.0,3,0.003003003003003003,0.01,4.0,3.8333333333333335,6,0.42502612722832944,0.24333333333333335,0.1977777777777776,-0.027376354901344317,0.00781678597671084,0.0198440815501371
Uniform,0.2,2,6.3656906506733195,300,999,0.022274247491638796,6.66,0.3697597975625245,0.20816483149816478,5.0,6.5,8.0,11.0,0.0358939208939209,0.0,0.0,0.05555555555555555,0.03793418647166362,83,1,1.0,0.0,3,0.003003003003003003,0.01,4.0,3.81,4,0.48820141462784106,0.2833333333333333,0.05499999999999994,-0.03588496171178114,0.007821259232259296,0.02157952876501357
Uniform,0.2,3,6.893338835491225,300,999,0.022274247491638796,6.66,0.36464338281183756,0.20399733066399728,5.0,7.0,8.0,11.0,0.0388978058978059,0.0,0.01818181818181818,0.058333333333333334,0.03762043125860223,82,2,0.9966666666666667,0.0033333333333333335,3,0.003003003003003003,0.01,4.0,3.84,5,0.47072347622898175,0.27666666666666667,0.2386666666666668,0.008117786014047564,0.007653218097299262,0.021872518835538358
Uniform,0.2,4,7.469311855218127,300,999,0.022274247491638796,6.66,0.3664935206574149,0.20591925258591925,5.0,6.0,8.0,11.0,0.03670882820882821,0.0,0.0,0.06666666666666667,0.03756872327428222,82,2,0.9966666666666667,0.0033333333333333335,1,0.001001001001001001,0.0033333333333333335,5.0,4.206666666666667,7,0.44746047348649953,0.25666666666666665,0.362857142857143,0.0006667123746623481,0.0076961759105106265,0.02018111842498606
Uniform,0.2,5,6.407279279487109,300,999,0.022274247491638796,6.66,0.36236927528676055,0.20391057724391048,5.0,7.0,8.0,11.0,0.041010193510193506,0.0,0.0,0.05555555555555555,0.03630514705882353,79,1,1.0,0.0,2,0.002002002002002002,0.006666666666666667,4.0,3.84,5,0.45059824589354125,0.24666666666666667,0.15066666666666673,-0.03400762050160769,0.007745872942873475,0.022695483366485646
Uniform,0.2,6,6.377740066661439,300,999,0.022274247491638796,6.66,0.3590357704494638,0.2020987654320987,5.0,7.0,8.0,10.050000000000011,0.03956465756465756,0.0,0.0,0.06666666666666667,0.036394348894348894,79,1,1.0,0.0,5,0.005005005005005005,0.016666666666666666,5.0,4.406666666666666,5,0.46994041088135186,0.26,0.18533333333333335,0.013278565331271117,0.007720223972856945,0.022585595307098597
Uniform,0.2,7,6.562038722827518,300,999,0.022274247491638796,6.66,0.3552481897933141,0.19732065398732068,5.0,7.0,8.0,11.0,0.033983053983053985,0.0,0.0,0.05555555555555555,0.0351093316907915,76,1,1.0,0.0,4,0.004004004004004004,0.013333333333333334,4.0,3.8666666666666667,5,0.4476739001263526,0.25333333333333335,0.17333333333333334,-0.04375201424510128,0.007769184499287573,0.02021112442074926
Uniform,0.2,8,6.573466321953333,300,999,0.022274247491638796,6.66,0.3713821636781781,0.2088388388388387,5.0,7.0,8.0,11.0,0.03168958818958819,0.0,0.0,0.047619047619047616,0.032866707242848445,72,1,1.0,0.0,3,0.003003003003003003,0.01,4.0,3.83,5,0.47340132925718514,0.2733333333333333,0.18799999999999994,-0.02849608856252903,0.007741223876952277,0.022012840535104824
Uniform,0.2,9,7.092021740597447,300,999,0.022274247491638796,6.66,0.35819754697629774,0.2020887554220887,5.0,7.0,8.0,11.0,0.03414381914381914,0.0,0.0,0.05555555555555555,0.03733866011063307,81,1,1.0,0.0,2,0.002002002002002002,0.006666666666666667,4.0,3.8666666666666667,7,0.4638762887011135,0.23333333333333334,0.30666666666666664,0.0013945222233926714,0.00789230349943086,0.022318329615951732
Uniform,0.2,10,6.93545425367733,300,999,0.022274247491638796,6.66,0.36955650101557996,0.2055355355355355,5.0,6.0,8.0,11.0,0.03861183261183261,0.0,0.0,0.06666666666666667,0.03976839859820204,87,1,1.0,0.0,6,0.006006006006006006,0.02,4.0,3.82,5,0.4434694955215476,0.24666666666666667,0.1413333333333333,-0.009342870966325278,0.007798761491553335,0.020531975083776525
