atlas_id,n,m,degree_key,closure_key,extended_key
1185,7,15,"(7, (3, 3, 3, 4, 5, 6, 6))","(7, (3, 3, 3, 4, 5, 6, 6), (np.float64(0.6), np.float64(0.6), np.float64(0.7), np.float64(0.833333333333), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (3, 3, 3, 4, 5, 6, 6), (np.float64(0.6), np.float64(0.6), np.float64(0.7), np.float64(0.833333333333), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1186,7,15,"(7, (3, 3, 3, 5, 5, 5, 6))","(7, (3, 3, 3, 5, 5, 5, 6), (np.float64(0.6), np.float64(0.7), np.float64(0.7), np.float64(0.7), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (3, 3, 3, 5, 5, 5, 6), (np.float64(0.6), np.float64(0.7), np.float64(0.7), np.float64(0.7), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1187,7,15,"(7, (3, 3, 4, 4, 4, 6, 6))","(7, (3, 3, 4, 4, 4, 6, 6), (np.float64(0.6), np.float64(0.6), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(1.0), np.float64(1.0)))","(7, (3, 3, 4, 4, 4, 6, 6), (np.float64(0.6), np.float64(0.6), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(1.0), np.float64(1.0)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1188,7,15,"(7, (3, 3, 4, 4, 4, 6, 6))","(7, (3, 3, 4, 4, 4, 6, 6), (np.float64(0.6), np.float64(0.6), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (3, 3, 4, 4, 4, 6, 6), (np.float64(0.6), np.float64(0.6), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (3, 3, 4, 4, 4, 4, 4), 0, 1)"
1189,7,15,"(7, (3, 3, 4, 4, 5, 5, 6))","(7, (3, 3, 4, 4, 5, 5, 6), (np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7), np.float64(0.833333333333), np.float64(1.0)))","(7, (3, 3, 4, 4, 5, 5, 6), (np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7), np.float64(0.833333333333), np.float64(1.0)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1190,7,15,"(7, (3, 3, 4, 4, 5, 5, 6))","(7, (3, 3, 4, 4, 5, 5, 6), (np.float64(0.6), np.float64(0.7), np.float64(0.7), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(1.0), np.float64(1.0)))","(7, (3, 3, 4, 4, 5, 5, 6), (np.float64(0.6), np.float64(0.7), np.float64(0.7), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(1.0), np.float64(1.0)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1191,7,15,"(7, (3, 3, 4, 4, 5, 5, 6))","(7, (3, 3, 4, 4, 5, 5, 6), (np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7), np.float64(0.7), np.float64(1.0)))","(7, (3, 3, 4, 4, 5, 5, 6), (np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7), np.float64(0.7), np.float64(1.0)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1192,7,15,"(7, (3, 3, 4, 4, 5, 5, 6))","(7, (3, 3, 4, 4, 5, 5, 6), (np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7), np.float64(0.7), np.float64(1.0), np.float64(1.0)))","(7, (3, 3, 4, 4, 5, 5, 6), (np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7), np.float64(0.7), np.float64(1.0), np.float64(1.0)), (3, 3, 4, 4, 4, 4, 4), 0, 1)"
1193,7,15,"(7, (3, 3, 4, 4, 5, 5, 6))","(7, (3, 3, 4, 4, 5, 5, 6), (np.float64(0.5), np.float64(0.5), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.833333333333), np.float64(0.833333333333)))","(7, (3, 3, 4, 4, 5, 5, 6), (np.float64(0.5), np.float64(0.5), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.833333333333), np.float64(0.833333333333)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1194,7,15,"(7, (3, 3, 4, 5, 5, 5, 5))","(7, (3, 3, 4, 5, 5, 5, 5), (np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7), np.float64(0.7), np.float64(0.7), np.float64(1.0)))","(7, (3, 3, 4, 5, 5, 5, 5), (np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7), np.float64(0.7), np.float64(0.7), np.float64(1.0)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1195,7,15,"(7, (3, 3, 4, 5, 5, 5, 5))","(7, (3, 3, 4, 5, 5, 5, 5), (np.float64(0.5), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7), np.float64(0.7), np.float64(0.833333333333)))","(7, (3, 3, 4, 5, 5, 5, 5), (np.float64(0.5), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7), np.float64(0.7), np.float64(0.833333333333)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1196,7,15,"(7, (3, 3, 4, 5, 5, 5, 5))","(7, (3, 3, 4, 5, 5, 5, 5), (np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.7), np.float64(0.7), np.float64(0.7), np.float64(0.7), np.float64(1.0)))","(7, (3, 3, 4, 5, 5, 5, 5), (np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.7), np.float64(0.7), np.float64(0.7), np.float64(0.7), np.float64(1.0)), (3, 3, 4, 4, 4, 4, 4), 0, 1)"
1197,7,15,"(7, (3, 4, 4, 4, 4, 5, 6))","(7, (3, 4, 4, 4, 4, 5, 6), (np.float64(0.5), np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.833333333333)))","(7, (3, 4, 4, 4, 4, 5, 6), (np.float64(0.5), np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.833333333333)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1198,7,15,"(7, (3, 4, 4, 4, 4, 5, 6))","(7, (3, 4, 4, 4, 4, 5, 6), (np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(1.0)))","(7, (3, 4, 4, 4, 4, 5, 6), (np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(1.0)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1199,7,15,"(7, (3, 4, 4, 4, 4, 5, 6))","(7, (3, 4, 4, 4, 4, 5, 6), (np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7), np.float64(0.833333333333), np.float64(0.833333333333)))","(7, (3, 4, 4, 4, 4, 5, 6), (np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7), np.float64(0.833333333333), np.float64(0.833333333333)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1200,7,15,"(7, (3, 4, 4, 4, 5, 5, 5))","(7, (3, 4, 4, 4, 5, 5, 5), (np.float64(0.5), np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7), np.float64(0.833333333333)))","(7, (3, 4, 4, 4, 5, 5, 5), (np.float64(0.5), np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7), np.float64(0.833333333333)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1201,7,15,"(7, (3, 4, 4, 4, 5, 5, 5))","(7, (3, 4, 4, 4, 5, 5, 5), (np.float64(0.333333333333), np.float64(0.5), np.float64(0.6), np.float64(0.666666666667), np.float64(0.7), np.float64(0.7), np.float64(0.833333333333)))","(7, (3, 4, 4, 4, 5, 5, 5), (np.float64(0.333333333333), np.float64(0.5), np.float64(0.6), np.float64(0.666666666667), np.float64(0.7), np.float64(0.7), np.float64(0.833333333333)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1202,7,15,"(7, (3, 4, 4, 4, 5, 5, 5))","(7, (3, 4, 4, 4, 5, 5, 5), (np.float64(0.5), np.float64(0.5), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (3, 4, 4, 4, 5, 5, 5), (np.float64(0.5), np.float64(0.5), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)), (3, 4, 4, 4, 4, 4, 4), 0, 1)"
1203,7,15,"(7, (3, 4, 4, 4, 5, 5, 5))","(7, (3, 4, 4, 4, 5, 5, 5), (np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7)))","(7, (3, 4, 4, 4, 5, 5, 5), (np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1204,7,15,"(7, (3, 4, 4, 4, 5, 5, 5))","(7, (3, 4, 4, 4, 5, 5, 5), (np.float64(0.5), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7), np.float64(0.833333333333), np.float64(0.833333333333)))","(7, (3, 4, 4, 4, 5, 5, 5), (np.float64(0.5), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7), np.float64(0.833333333333), np.float64(0.833333333333)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1205,7,15,"(7, (3, 4, 4, 4, 5, 5, 5))","(7, (3, 4, 4, 4, 5, 5, 5), (np.float64(0.6), np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)))","(7, (3, 4, 4, 4, 5, 5, 5), (np.float64(0.6), np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)), (3, 4, 4, 4, 4, 4, 4), 0, 1)"
1206,7,15,"(7, (3, 4, 4, 4, 5, 5, 5))","(7, (3, 4, 4, 4, 5, 5, 5), (np.float64(0.0), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.7), np.float64(0.7), np.float64(0.7)))","(7, (3, 4, 4, 4, 5, 5, 5), (np.float64(0.0), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.7), np.float64(0.7), np.float64(0.7)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1207,7,15,"(7, (4, 4, 4, 4, 4, 4, 6))","(7, (4, 4, 4, 4, 4, 4, 6), (np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (4, 4, 4, 4, 4, 4, 6), (np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)), (4, 4, 4, 4, 4, 4, 4), 0, 1)"
1208,7,15,"(7, (4, 4, 4, 4, 4, 4, 6))","(7, (4, 4, 4, 4, 4, 4, 6), (np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.6)))","(7, (4, 4, 4, 4, 4, 4, 6), (np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.6)), (4, 4, 4, 4, 4, 4, 4), 0, 1)"
1209,7,15,"(7, (4, 4, 4, 4, 4, 5, 5))","(7, (4, 4, 4, 4, 4, 5, 5), (np.float64(0.5), np.float64(0.5), np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (4, 4, 4, 4, 4, 5, 5), (np.float64(0.5), np.float64(0.5), np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)), (4, 4, 4, 4, 4, 4, 4), 0, 1)"
1210,7,15,"(7, (4, 4, 4, 4, 4, 5, 5))","(7, (4, 4, 4, 4, 4, 5, 5), (np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.6), np.float64(0.6)))","(7, (4, 4, 4, 4, 4, 5, 5), (np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.6), np.float64(0.6)), (4, 4, 4, 4, 4, 4, 4), 0, 1)"
1211,7,15,"(7, (4, 4, 4, 4, 4, 5, 5))","(7, (4, 4, 4, 4, 4, 5, 5), (np.float64(0.333333333333), np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (4, 4, 4, 4, 4, 5, 5), (np.float64(0.333333333333), np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)), (4, 4, 4, 4, 4, 4, 4), 0, 1)"
1212,7,15,"(7, (4, 4, 4, 4, 4, 5, 5))","(7, (4, 4, 4, 4, 4, 5, 5), (np.float64(0.5), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (4, 4, 4, 4, 4, 5, 5), (np.float64(0.5), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)), (4, 4, 4, 4, 4, 4, 4), 0, 1)"
1213,7,16,"(7, (1, 5, 5, 5, 5, 5, 6))","(7, (1, 5, 5, 5, 5, 5, 6), (np.float64(0.0), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (1, 5, 5, 5, 5, 5, 6), (np.float64(0.0), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (1, 5, 5, 5, 5, 5, 5), 1, 1)"
1214,7,16,"(7, (2, 4, 4, 5, 5, 6, 6))","(7, (2, 4, 4, 5, 5, 6, 6), (np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.9), np.float64(0.9), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (2, 4, 4, 5, 5, 6, 6), (np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.9), np.float64(0.9), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (2, 4, 4, 4, 4, 4, 4), 0, 1)"
1215,7,16,"(7, (2, 4, 5, 5, 5, 5, 6))","(7, (2, 4, 5, 5, 5, 5, 6), (np.float64(0.666666666667), np.float64(0.7), np.float64(0.9), np.float64(0.9), np.float64(0.9), np.float64(1.0), np.float64(1.0)))","(7, (2, 4, 5, 5, 5, 5, 6), (np.float64(0.666666666667), np.float64(0.7), np.float64(0.9), np.float64(0.9), np.float64(0.9), np.float64(1.0), np.float64(1.0)), (2, 4, 4, 4, 4, 4, 4), 0, 1)"
1216,7,16,"(7, (2, 5, 5, 5, 5, 5, 5))","(7, (2, 5, 5, 5, 5, 5, 5), (np.float64(0.0), np.float64(0.6), np.float64(0.6), np.float64(0.9), np.float64(0.9), np.float64(0.9), np.float64(0.9)))","(7, (2, 5, 5, 5, 5, 5, 5), (np.float64(0.0), np.float64(0.6), np.float64(0.6), np.float64(0.9), np.float64(0.9), np.float64(0.9), np.float64(0.9)), (2, 4, 4, 4, 4, 4, 4), 0, 1)"
1217,7,16,"(7, (3, 3, 4, 4, 6, 6, 6))","(7, (3, 3, 4, 4, 6, 6, 6), (np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (3, 3, 4, 4, 6, 6, 6), (np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (3, 3, 4, 4, 4, 4, 4), 0, 1)"
1218,7,16,"(7, (3, 3, 4, 5, 5, 6, 6))","(7, (3, 3, 4, 5, 5, 6, 6), (np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.8), np.float64(0.8), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (3, 3, 4, 5, 5, 6, 6), (np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.8), np.float64(0.8), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (3, 3, 4, 4, 4, 4, 4), 0, 1)"
1219,7,16,"(7, (3, 3, 5, 5, 5, 5, 6))","(7, (3, 3, 5, 5, 5, 5, 6), (np.float64(0.666666666667), np.float64(0.8), np.float64(0.8), np.float64(0.8), np.float64(0.8), np.float64(1.0), np.float64(1.0)))","(7, (3, 3, 5, 5, 5, 5, 6), (np.float64(0.666666666667), np.float64(0.8), np.float64(0.8), np.float64(0.8), np.float64(0.8), np.float64(1.0), np.float64(1.0)), (3, 3, 4, 4, 4, 4, 4), 0, 1)"
1220,7,16,"(7, (3, 4, 4, 4, 5, 6, 6))","(7, (3, 4, 4, 4, 5, 6, 6), (np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(1.0)))","(7, (3, 4, 4, 4, 5, 6, 6), (np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(1.0)), (3, 4, 4, 4, 4, 4, 4), 0, 1)"
1221,7,16,"(7, (3, 4, 4, 4, 5, 6, 6))","(7, (3, 4, 4, 4, 5, 6, 6), (np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.8), np.float64(0.833333333333), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (3, 4, 4, 4, 5, 6, 6), (np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.8), np.float64(0.833333333333), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (3, 3, 4, 4, 4, 4, 4), 0, 1)"
1222,7,16,"(7, (3, 4, 4, 5, 5, 5, 6))","(7, (3, 4, 4, 5, 5, 5, 6), (np.float64(0.666666666667), np.float64(0.7), np.float64(0.7), np.float64(0.8), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(1.0)))","(7, (3, 4, 4, 5, 5, 5, 6), (np.float64(0.666666666667), np.float64(0.7), np.float64(0.7), np.float64(0.8), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(1.0)), (3, 4, 4, 4, 4, 4, 4), 0, 1)"
1223,7,16,"(7, (3, 4, 4, 5, 5, 5, 6))","(7, (3, 4, 4, 5, 5, 5, 6), (np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7), np.float64(0.8), np.float64(0.8), np.float64(1.0)))","(7, (3, 4, 4, 5, 5, 5, 6), (np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7), np.float64(0.8), np.float64(0.8), np.float64(1.0)), (3, 3, 4, 4, 4, 4, 4), 0, 1)"
1224,7,16,"(7, (3, 4, 4, 5, 5, 5, 6))","(7, (3, 4, 4, 5, 5, 5, 6), (np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.8), np.float64(0.833333333333), np.float64(0.833333333333)))","(7, (3, 4, 4, 5, 5, 5, 6), (np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.8), np.float64(0.833333333333), np.float64(0.833333333333)), (3, 4, 4, 4, 4, 4, 4), 0, 1)"
1225,7,16,"(7, (3, 4, 5, 5, 5, 5, 5))","(7, (3, 4, 5, 5, 5, 5, 5), (np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.7), np.float64(0.8), np.float64(0.8), np.float64(0.833333333333)))","(7, (3, 4, 5, 5, 5, 5, 5), (np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.7), np.float64(0.8), np.float64(0.8), np.float64(0.833333333333)), (3, 4, 4, 4, 4, 4, 4), 0, 1)"
1226,7,16,"(7, (3, 4, 5, 5, 5, 5, 5))","(7, (3, 4, 5, 5, 5, 5, 5), (np.float64(0.333333333333), np.float64(0.5), np.float64(0.7), np.float64(0.7), np.float64(0.8), np.float64(0.8), np.float64(0.8)))","(7, (3, 4, 5, 5, 5, 5, 5), (np.float64(0.333333333333), np.float64(0.5), np.float64(0.7), np.float64(0.7), np.float64(0.8), np.float64(0.8), np.float64(0.8)), (3, 3, 4, 4, 4, 4, 4), 0, 1)"
1227,7,16,"(7, (4, 4, 4, 4, 4, 6, 6))","(7, (4, 4, 4, 4, 4, 6, 6), (np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(0.833333333333)))","(7, (4, 4, 4, 4, 4, 6, 6), (np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(0.833333333333)), (4, 4, 4, 4, 4, 4, 4), 0, 1)"
1228,7,16,"(7, (4, 4, 4, 4, 5, 5, 6))","(7, (4, 4, 4, 4, 5, 5, 6), (np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7), np.float64(0.7), np.float64(0.833333333333), np.float64(0.833333333333)))","(7, (4, 4, 4, 4, 5, 5, 6), (np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7), np.float64(0.7), np.float64(0.833333333333), np.float64(0.833333333333)), (4, 4, 4, 4, 4, 4, 4), 0, 1)"
1229,7,16,"(7, (4, 4, 4, 4, 5, 5, 6))","(7, (4, 4, 4, 4, 5, 5, 6), (np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7), np.float64(0.7)))","(7, (4, 4, 4, 4, 5, 5, 6), (np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7), np.float64(0.7)), (4, 4, 4, 4, 4, 4, 4), 0, 1)"
1230,7,16,"(7, (4, 4, 4, 4, 5, 5, 6))","(7, (4, 4, 4, 4, 5, 5, 6), (np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(0.833333333333)))","(7, (4, 4, 4, 4, 5, 5, 6), (np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(0.833333333333)), (4, 4, 4, 4, 4, 4, 4), 0, 1)"
1231,7,16,"(7, (4, 4, 4, 5, 5, 5, 5))","(7, (4, 4, 4, 5, 5, 5, 5), (np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7), np.float64(0.7), np.float64(0.833333333333)))","(7, (4, 4, 4, 5, 5, 5, 5), (np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7), np.float64(0.7), np.float64(0.833333333333)), (4, 4, 4, 4, 4, 4, 4), 0, 1)"
1232,7,16,"(7, (4, 4, 4, 5, 5, 5, 5))","(7, (4, 4, 4, 5, 5, 5, 5), (np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7), np.float64(0.7), np.float64(0.7), np.float64(0.7)))","(7, (4, 4, 4, 5, 5, 5, 5), (np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7), np.float64(0.7), np.float64(0.7), np.float64(0.7)), (4, 4, 4, 4, 4, 4, 4), 0, 1)"
1233,7,16,"(7, (4, 4, 4, 5, 5, 5, 5))","(7, (4, 4, 4, 5, 5, 5, 5), (np.float64(0.6), np.float64(0.6), np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (4, 4, 4, 5, 5, 5, 5), (np.float64(0.6), np.float64(0.6), np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)), (4, 4, 4, 4, 4, 4, 4), 0, 1)"
1234,7,17,"(7, (2, 5, 5, 5, 5, 6, 6))","(7, (2, 5, 5, 5, 5, 6, 6), (np.float64(0.733333333333), np.float64(0.733333333333), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (2, 5, 5, 5, 5, 6, 6), (np.float64(0.733333333333), np.float64(0.733333333333), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (2, 5, 5, 5, 5, 5, 5), 0, 1)"
1235,7,17,"(7, (3, 4, 4, 5, 6, 6, 6))","(7, (3, 4, 4, 5, 6, 6, 6), (np.float64(0.733333333333), np.float64(0.733333333333), np.float64(0.733333333333), np.float64(0.9), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (3, 4, 4, 5, 6, 6, 6), (np.float64(0.733333333333), np.float64(0.733333333333), np.float64(0.733333333333), np.float64(0.9), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (3, 4, 4, 4, 4, 4, 4), 0, 1)"
1236,7,17,"(7, (3, 4, 5, 5, 5, 6, 6))","(7, (3, 4, 5, 5, 5, 6, 6), (np.float64(0.733333333333), np.float64(0.733333333333), np.float64(0.8), np.float64(0.9), np.float64(0.9), np.float64(1.0), np.float64(1.0)))","(7, (3, 4, 5, 5, 5, 6, 6), (np.float64(0.733333333333), np.float64(0.733333333333), np.float64(0.8), np.float64(0.9), np.float64(0.9), np.float64(1.0), np.float64(1.0)), (3, 4, 4, 4, 4, 4, 4), 0, 1)"
