atlas_id,n,m,degree_key,closure_key,extended_key
1132,7,14,"(7, (2, 4, 4, 4, 4, 4, 6))","(7, (2, 4, 4, 4, 4, 4, 6), (np.float64(0.5), np.float64(0.533333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(1.0)))","(7, (2, 4, 4, 4, 4, 4, 6), (np.float64(0.5), np.float64(0.533333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(1.0)), (2, 3, 3, 3, 3, 3, 3), 0, 1)"
1133,7,14,"(7, (2, 4, 4, 4, 4, 5, 5))","(7, (2, 4, 4, 4, 4, 5, 5), (np.float64(0.5), np.float64(0.5), np.float64(0.666666666667), np.float64(0.7), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(1.0)))","(7, (2, 4, 4, 4, 4, 5, 5), (np.float64(0.5), np.float64(0.5), np.float64(0.666666666667), np.float64(0.7), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(1.0)), (2, 3, 3, 3, 3, 3, 3), 0, 1)"
1134,7,14,"(7, (2, 4, 4, 4, 4, 5, 5))","(7, (2, 4, 4, 4, 4, 5, 5), (np.float64(0.0), np.float64(0.333333333333), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7), np.float64(0.833333333333)))","(7, (2, 4, 4, 4, 4, 5, 5), (np.float64(0.0), np.float64(0.333333333333), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.7), np.float64(0.833333333333)), (2, 3, 3, 3, 3, 3, 3), 0, 1)"
1135,7,14,"(7, (2, 4, 4, 4, 4, 5, 5))","(7, (2, 4, 4, 4, 4, 5, 5), (np.float64(0.5), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)))","(7, (2, 4, 4, 4, 4, 5, 5), (np.float64(0.5), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)), (2, 4, 4, 4, 4, 4, 4), 0, 1)"
1136,7,14,"(7, (2, 4, 4, 4, 4, 5, 5))","(7, (2, 4, 4, 4, 4, 5, 5), (np.float64(0.0), np.float64(0.5), np.float64(0.5), np.float64(0.7), np.float64(0.7), np.float64(0.833333333333), np.float64(0.833333333333)))","(7, (2, 4, 4, 4, 4, 5, 5), (np.float64(0.0), np.float64(0.5), np.float64(0.5), np.float64(0.7), np.float64(0.7), np.float64(0.833333333333), np.float64(0.833333333333)), (2, 3, 3, 3, 3, 3, 3), 0, 1)"
1137,7,14,"(7, (2, 4, 4, 4, 4, 5, 5))","(7, (2, 4, 4, 4, 4, 5, 5), (np.float64(0.0), np.float64(0.4), np.float64(0.4), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (2, 4, 4, 4, 4, 5, 5), (np.float64(0.0), np.float64(0.4), np.float64(0.4), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)), (2, 4, 4, 4, 4, 4, 4), 0, 1)"
1138,7,14,"(7, (3, 3, 3, 3, 4, 6, 6))","(7, (3, 3, 3, 3, 4, 6, 6), (np.float64(0.533333333333), np.float64(0.533333333333), np.float64(0.833333333333), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (3, 3, 3, 3, 4, 6, 6), (np.float64(0.533333333333), np.float64(0.533333333333), np.float64(0.833333333333), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1139,7,14,"(7, (3, 3, 3, 3, 5, 5, 6))","(7, (3, 3, 3, 3, 5, 5, 6), (np.float64(0.533333333333), np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)))","(7, (3, 3, 3, 3, 5, 5, 6), (np.float64(0.533333333333), np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1140,7,14,"(7, (3, 3, 3, 3, 5, 5, 6))","(7, (3, 3, 3, 3, 5, 5, 6), (np.float64(0.4), np.float64(0.4), np.float64(0.533333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (3, 3, 3, 3, 5, 5, 6), (np.float64(0.4), np.float64(0.4), np.float64(0.533333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1141,7,14,"(7, (3, 3, 3, 4, 4, 5, 6))","(7, (3, 3, 3, 4, 4, 5, 6), (np.float64(0.533333333333), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.833333333333), np.float64(1.0)))","(7, (3, 3, 3, 4, 4, 5, 6), (np.float64(0.533333333333), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.833333333333), np.float64(1.0)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1142,7,14,"(7, (3, 3, 3, 4, 4, 5, 6))","(7, (3, 3, 3, 4, 4, 5, 6), (np.float64(0.533333333333), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)))","(7, (3, 3, 3, 4, 4, 5, 6), (np.float64(0.533333333333), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1143,7,14,"(7, (3, 3, 3, 4, 4, 5, 6))","(7, (3, 3, 3, 4, 4, 5, 6), (np.float64(0.5), np.float64(0.5), np.float64(0.533333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)))","(7, (3, 3, 3, 4, 4, 5, 6), (np.float64(0.5), np.float64(0.5), np.float64(0.533333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1144,7,14,"(7, (3, 3, 3, 4, 4, 5, 6))","(7, (3, 3, 3, 4, 4, 5, 6), (np.float64(0.533333333333), np.float64(0.6), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (3, 3, 3, 4, 4, 5, 6), (np.float64(0.533333333333), np.float64(0.6), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1145,7,14,"(7, (3, 3, 3, 4, 5, 5, 5))","(7, (3, 3, 3, 4, 5, 5, 5), (np.float64(0.6), np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.833333333333), np.float64(1.0)))","(7, (3, 3, 3, 4, 5, 5, 5), (np.float64(0.6), np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.833333333333), np.float64(1.0)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1146,7,14,"(7, (3, 3, 3, 4, 5, 5, 5))","(7, (3, 3, 3, 4, 5, 5, 5), (np.float64(0.5), np.float64(0.5), np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)))","(7, (3, 3, 3, 4, 5, 5, 5), (np.float64(0.5), np.float64(0.5), np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1147,7,14,"(7, (3, 3, 3, 4, 5, 5, 5))","(7, (3, 3, 3, 4, 5, 5, 5), (np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.6), np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(1.0)))","(7, (3, 3, 3, 4, 5, 5, 5), (np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.6), np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(1.0)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1148,7,14,"(7, (3, 3, 3, 4, 5, 5, 5))","(7, (3, 3, 3, 4, 5, 5, 5), (np.float64(0.4), np.float64(0.4), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (3, 3, 3, 4, 5, 5, 5), (np.float64(0.4), np.float64(0.4), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1149,7,14,"(7, (3, 3, 4, 4, 4, 4, 6))","(7, (3, 3, 4, 4, 4, 4, 6), (np.float64(0.5), np.float64(0.533333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (3, 3, 4, 4, 4, 4, 6), (np.float64(0.5), np.float64(0.533333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1150,7,14,"(7, (3, 3, 4, 4, 4, 4, 6))","(7, (3, 3, 4, 4, 4, 4, 6), (np.float64(0.533333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)))","(7, (3, 3, 4, 4, 4, 4, 6), (np.float64(0.533333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1151,7,14,"(7, (3, 3, 4, 4, 4, 4, 6))","(7, (3, 3, 4, 4, 4, 4, 6), (np.float64(0.533333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.833333333333), np.float64(0.833333333333)))","(7, (3, 3, 4, 4, 4, 4, 6), (np.float64(0.533333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.833333333333), np.float64(0.833333333333)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1152,7,14,"(7, (3, 3, 4, 4, 4, 4, 6))","(7, (3, 3, 4, 4, 4, 4, 6), (np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.533333333333), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (3, 3, 4, 4, 4, 4, 6), (np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.533333333333), np.float64(0.666666666667), np.float64(0.666666666667)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1153,7,14,"(7, (3, 3, 4, 4, 4, 5, 5))","(7, (3, 3, 4, 4, 4, 5, 5), (np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.5), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (3, 3, 4, 4, 4, 5, 5), (np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.5), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1154,7,14,"(7, (3, 3, 4, 4, 4, 5, 5))","(7, (3, 3, 4, 4, 4, 5, 5), (np.float64(0.5), np.float64(0.5), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)))","(7, (3, 3, 4, 4, 4, 5, 5), (np.float64(0.5), np.float64(0.5), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1155,7,14,"(7, (3, 3, 4, 4, 4, 5, 5))","(7, (3, 3, 4, 4, 4, 5, 5), (np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (3, 3, 4, 4, 4, 5, 5), (np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1156,7,14,"(7, (3, 3, 4, 4, 4, 5, 5))","(7, (3, 3, 4, 4, 4, 5, 5), (np.float64(0.5), np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (3, 3, 4, 4, 4, 5, 5), (np.float64(0.5), np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1157,7,14,"(7, (3, 3, 4, 4, 4, 5, 5))","(7, (3, 3, 4, 4, 4, 5, 5), (np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (3, 3, 4, 4, 4, 5, 5), (np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1158,7,14,"(7, (3, 3, 4, 4, 4, 5, 5))","(7, (3, 3, 4, 4, 4, 5, 5), (np.float64(0.333333333333), np.float64(0.5), np.float64(0.5), np.float64(0.6), np.float64(0.666666666667), np.float64(0.833333333333), np.float64(0.833333333333)))","(7, (3, 3, 4, 4, 4, 5, 5), (np.float64(0.333333333333), np.float64(0.5), np.float64(0.5), np.float64(0.6), np.float64(0.666666666667), np.float64(0.833333333333), np.float64(0.833333333333)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1159,7,14,"(7, (3, 3, 4, 4, 4, 5, 5))","(7, (3, 3, 4, 4, 4, 5, 5), (np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.833333333333)))","(7, (3, 3, 4, 4, 4, 5, 5), (np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.833333333333)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1160,7,14,"(7, (3, 3, 4, 4, 4, 5, 5))","(7, (3, 3, 4, 4, 4, 5, 5), (np.float64(0.4), np.float64(0.4), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (3, 3, 4, 4, 4, 5, 5), (np.float64(0.4), np.float64(0.4), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1161,7,14,"(7, (3, 3, 4, 4, 4, 5, 5))","(7, (3, 3, 4, 4, 4, 5, 5), (np.float64(0.0), np.float64(0.333333333333), np.float64(0.5), np.float64(0.5), np.float64(0.6), np.float64(0.6), np.float64(0.833333333333)))","(7, (3, 3, 4, 4, 4, 5, 5), (np.float64(0.0), np.float64(0.333333333333), np.float64(0.5), np.float64(0.5), np.float64(0.6), np.float64(0.6), np.float64(0.833333333333)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1162,7,14,"(7, (3, 3, 4, 4, 4, 5, 5))","(7, (3, 3, 4, 4, 4, 5, 5), (np.float64(0.333333333333), np.float64(0.5), np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)))","(7, (3, 3, 4, 4, 4, 5, 5), (np.float64(0.333333333333), np.float64(0.5), np.float64(0.6), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1163,7,14,"(7, (3, 3, 4, 4, 4, 5, 5))","(7, (3, 3, 4, 4, 4, 5, 5), (np.float64(0.166666666667), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.5), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (3, 3, 4, 4, 4, 5, 5), (np.float64(0.166666666667), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.5), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1164,7,14,"(7, (3, 3, 4, 4, 4, 5, 5))","(7, (3, 3, 4, 4, 4, 5, 5), (np.float64(0.4), np.float64(0.4), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(0.833333333333)))","(7, (3, 3, 4, 4, 4, 5, 5), (np.float64(0.4), np.float64(0.4), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(0.833333333333)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1165,7,14,"(7, (3, 4, 4, 4, 4, 4, 5))","(7, (3, 4, 4, 4, 4, 4, 5), (np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.666666666667)))","(7, (3, 4, 4, 4, 4, 4, 5), (np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.666666666667)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1166,7,14,"(7, (3, 4, 4, 4, 4, 4, 5))","(7, (3, 4, 4, 4, 4, 4, 5), (np.float64(0.333333333333), np.float64(0.5), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (3, 4, 4, 4, 4, 4, 5), (np.float64(0.333333333333), np.float64(0.5), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1167,7,14,"(7, (3, 4, 4, 4, 4, 4, 5))","(7, (3, 4, 4, 4, 4, 4, 5), (np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (3, 4, 4, 4, 4, 4, 5), (np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1168,7,14,"(7, (3, 4, 4, 4, 4, 4, 5))","(7, (3, 4, 4, 4, 4, 4, 5), (np.float64(0.333333333333), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (3, 4, 4, 4, 4, 4, 5), (np.float64(0.333333333333), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.6), np.float64(0.666666666667), np.float64(0.666666666667)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1169,7,14,"(7, (3, 4, 4, 4, 4, 4, 5))","(7, (3, 4, 4, 4, 4, 4, 5), (np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.5), np.float64(0.5), np.float64(0.6)))","(7, (3, 4, 4, 4, 4, 4, 5), (np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.5), np.float64(0.5), np.float64(0.6)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
1170,7,14,"(7, (4, 4, 4, 4, 4, 4, 4))","(7, (4, 4, 4, 4, 4, 4, 4), (np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.5)))","(7, (4, 4, 4, 4, 4, 4, 4), (np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.5)), (4, 4, 4, 4, 4, 4, 4), 0, 1)"
1171,7,14,"(7, (4, 4, 4, 4, 4, 4, 4))","(7, (4, 4, 4, 4, 4, 4, 4), (np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.5)))","(7, (4, 4, 4, 4, 4, 4, 4), (np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.5)), (4, 4, 4, 4, 4, 4, 4), 0, 1)"
1172,7,15,"(7, (0, 5, 5, 5, 5, 5, 5))","(7, (0, 5, 5, 5, 5, 5, 5), (np.float64(0.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (0, 5, 5, 5, 5, 5, 5), (np.float64(0.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (0, 5, 5, 5, 5, 5, 5), 0, 2)"
1173,7,15,"(7, (1, 4, 4, 5, 5, 5, 6))","(7, (1, 4, 4, 5, 5, 5, 6), (np.float64(0.0), np.float64(0.6), np.float64(0.9), np.float64(0.9), np.float64(0.9), np.float64(1.0), np.float64(1.0)))","(7, (1, 4, 4, 5, 5, 5, 6), (np.float64(0.0), np.float64(0.6), np.float64(0.9), np.float64(0.9), np.float64(0.9), np.float64(1.0), np.float64(1.0)), (1, 4, 4, 4, 4, 4, 4), 1, 1)"
1174,7,15,"(7, (1, 4, 5, 5, 5, 5, 5))","(7, (1, 4, 5, 5, 5, 5, 5), (np.float64(0.0), np.float64(0.6), np.float64(0.9), np.float64(0.9), np.float64(0.9), np.float64(0.9), np.float64(1.0)))","(7, (1, 4, 5, 5, 5, 5, 5), (np.float64(0.0), np.float64(0.6), np.float64(0.9), np.float64(0.9), np.float64(0.9), np.float64(0.9), np.float64(1.0)), (1, 4, 4, 4, 4, 4, 4), 1, 1)"
1175,7,15,"(7, (2, 3, 4, 4, 5, 6, 6))","(7, (2, 3, 4, 4, 5, 6, 6), (np.float64(0.6), np.float64(0.6), np.float64(0.8), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (2, 3, 4, 4, 5, 6, 6), (np.float64(0.6), np.float64(0.6), np.float64(0.8), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (2, 3, 4, 4, 4, 4, 4), 0, 1)"
1176,7,15,"(7, (2, 3, 4, 5, 5, 5, 6))","(7, (2, 3, 4, 5, 5, 5, 6), (np.float64(0.6), np.float64(0.7), np.float64(0.8), np.float64(0.8), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (2, 3, 4, 5, 5, 5, 6), (np.float64(0.6), np.float64(0.7), np.float64(0.8), np.float64(0.8), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (2, 3, 4, 4, 4, 4, 4), 0, 1)"
1177,7,15,"(7, (2, 3, 5, 5, 5, 5, 5))","(7, (2, 3, 5, 5, 5, 5, 5), (np.float64(0.7), np.float64(0.7), np.float64(0.8), np.float64(0.8), np.float64(0.8), np.float64(1.0), np.float64(1.0)))","(7, (2, 3, 5, 5, 5, 5, 5), (np.float64(0.7), np.float64(0.7), np.float64(0.8), np.float64(0.8), np.float64(0.8), np.float64(1.0), np.float64(1.0)), (2, 3, 4, 4, 4, 4, 4), 0, 1)"
1178,7,15,"(7, (2, 4, 4, 4, 4, 6, 6))","(7, (2, 4, 4, 4, 4, 6, 6), (np.float64(0.6), np.float64(0.6), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(1.0)))","(7, (2, 4, 4, 4, 4, 6, 6), (np.float64(0.6), np.float64(0.6), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(1.0)), (2, 4, 4, 4, 4, 4, 4), 0, 1)"
1179,7,15,"(7, (2, 4, 4, 4, 5, 5, 6))","(7, (2, 4, 4, 4, 5, 5, 6), (np.float64(0.6), np.float64(0.6), np.float64(0.8), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(1.0)))","(7, (2, 4, 4, 4, 5, 5, 6), (np.float64(0.6), np.float64(0.6), np.float64(0.8), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(1.0)), (2, 4, 4, 4, 4, 4, 4), 0, 1)"
1180,7,15,"(7, (2, 4, 4, 4, 5, 5, 6))","(7, (2, 4, 4, 4, 5, 5, 6), (np.float64(0.6), np.float64(0.666666666667), np.float64(0.8), np.float64(0.8), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (2, 4, 4, 4, 5, 5, 6), (np.float64(0.6), np.float64(0.666666666667), np.float64(0.8), np.float64(0.8), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (2, 3, 4, 4, 4, 4, 4), 0, 1)"
1181,7,15,"(7, (2, 4, 4, 5, 5, 5, 5))","(7, (2, 4, 4, 5, 5, 5, 5), (np.float64(0.6), np.float64(0.6), np.float64(0.8), np.float64(0.8), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(1.0)))","(7, (2, 4, 4, 5, 5, 5, 5), (np.float64(0.6), np.float64(0.6), np.float64(0.8), np.float64(0.8), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(1.0)), (2, 4, 4, 4, 4, 4, 4), 0, 1)"
1182,7,15,"(7, (2, 4, 4, 5, 5, 5, 5))","(7, (2, 4, 4, 5, 5, 5, 5), (np.float64(0.0), np.float64(0.5), np.float64(0.6), np.float64(0.8), np.float64(0.8), np.float64(0.8), np.float64(1.0)))","(7, (2, 4, 4, 5, 5, 5, 5), (np.float64(0.0), np.float64(0.5), np.float64(0.6), np.float64(0.8), np.float64(0.8), np.float64(0.8), np.float64(1.0)), (2, 3, 4, 4, 4, 4, 4), 0, 1)"
1183,7,15,"(7, (2, 4, 4, 5, 5, 5, 5))","(7, (2, 4, 4, 5, 5, 5, 5), (np.float64(0.0), np.float64(0.5), np.float64(0.5), np.float64(0.8), np.float64(0.8), np.float64(0.833333333333), np.float64(0.833333333333)))","(7, (2, 4, 4, 5, 5, 5, 5), (np.float64(0.0), np.float64(0.5), np.float64(0.5), np.float64(0.8), np.float64(0.8), np.float64(0.833333333333), np.float64(0.833333333333)), (2, 4, 4, 4, 4, 4, 4), 0, 1)"
1184,7,15,"(7, (3, 3, 3, 3, 6, 6, 6))","(7, (3, 3, 3, 3, 6, 6, 6), (np.float64(0.6), np.float64(0.6), np.float64(0.6), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (3, 3, 3, 3, 6, 6, 6), (np.float64(0.6), np.float64(0.6), np.float64(0.6), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (3, 3, 3, 3, 3, 3, 3), 0, 1)"
